,Unnamed: 0,Datum,Tijd,Kraan,Reden,Water,Tijdsduur,Flow,Kan.1,Kan.1 Tijd,Kan.2,Kan.2 Tijd,Kan.3,Kan.3 Tijd,Kan.4,Kan.4 Tijd,Kan.5,Kan.5 Tijd,Kan.6,Kan.6 Tijd,Kan.7,Kan.7 Tijd,Kan.8,Kan.8 Tijd,EC-Lg,EC-Gm,EC-Hg,pH-Lg,pH-Gm,pH-Hg
2079,2080,2021-02-20 16:12:00,16:12,1,Dry Cont.,19.52,03:25:40,5.69,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2080,2081,2021-02-20 21:47:00,21:47,1,Dry Cont.,21.59,03:54:46,5.51,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2081,2082,2021-02-21 07:02:00,07:02,1,Dry Cont.,8.77,01:34:54,5.54,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2082,2083,2021-02-21 08:52:00,08:52,1,Dry Cont.,10.05,01:46:02,5.68,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2083,2084,2021-02-21 18:57:00,18:57,1,Dry Cont.,0.22,00:07:38,1.72,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.0,1.1,,,
2084,2085,2021-02-21 21:00:00,21:00,1,Dry Cont.,16.97,03:07:24,5.43,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2085,2086,2021-02-22 16:15:00,16:15,1,Dry Cont.,0.0,00:07:42,0.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.0,1.1,,,
2086,2087,2021-02-23 04:44:00,04:44,1,Dry Cont.,0.0,00:10:12,0.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2087,2088,2021-02-23 13:31:00,13:31,1,Dry Cont.,0.0,00:05:56,0.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2088,2089,2021-02-24 00:01:00,00:01,1,Dry Cont.,0.0,00:06:32,0.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
2089,2090,2021-02-24 10:20:00,10:20,1,Dry Cont.,0.0,00:06:04,0.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,1.1,1.1,1.1,,,
