,Unnamed: 0,Datum,Tijd,Kraan,Reden,Water,Tijdsduur,Flow,Kan.1,Kan.1 Tijd,Kan.2,Kan.2 Tijd,Kan.3,Kan.3 Tijd,Kan.4,Kan.4 Tijd,Kan.5,Kan.5 Tijd,Kan.6,Kan.6 Tijd,Kan.7,Kan.7 Tijd,Kan.8,Kan.8 Tijd,EC-Lg,EC-Gm,EC-Hg,pH-Lg,pH-Gm,pH-Hg
1903,1905,2020-11-02 01:25:00,01:25,1.0,Dry Cont.,141.0,00:00:26,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1904,1906,2020-11-02 02:24:00,02:24,1.0,Dry Cont.,133.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1905,1907,2020-11-02 02:27:00,02:27,1.0,Dry Cont.,127.0,00:00:22,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1906,1908,2020-11-02 02:50:00,02:50,1.0,Dry Cont.,128.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1907,1909,2020-11-02 03:29:00,03:29,1.0,Dry Cont.,137.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1908,1910,2020-11-02 03:31:00,03:31,1.0,Dry Cont.,131.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1909,1911,2020-11-02 04:08:00,04:08,1.0,Dry Cont.,132.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1910,1912,2020-11-02 05:05:00,05:05,1.0,Dry Cont.,130.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1911,1913,2020-11-02 05:44:00,05:44,1.0,Dry Cont.,142.0,00:00:26,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1912,1914,2020-11-02 06:22:00,06:22,1.0,Dry Cont.,135.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1913,1915,2020-11-02 06:24:00,06:24,1.0,Dry Cont.,133.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1914,1916,2020-11-02 06:28:00,06:28,1.0,Dry Cont.,132.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1915,1917,2020-11-02 06:30:00,06:30,1.0,Dry Cont.,264.0,00:00:48,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1916,1918,2020-11-02 07:11:00,07:11,1.0,Dry Cont.,129.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1917,1919,2020-11-02 07:46:00,07:46,1.0,Dry Cont.,267.0,00:00:48,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1918,1920,2020-11-02 12:30:00,12:30,1.0,Dry Cont.,234.0,00:00:42,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1919,1921,2020-11-02 14:24:00,14:24,1.0,Dry Cont.,135.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,6.0,6.0,6.0,,,
1920,1922,2020-11-02 16:13:00,16:13,1.0,Dry Cont.,129.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,6.0,6.0,6.0,,,
1921,1923,2020-11-02 23:09:00,23:09,1.0,Dry Cont.,139.0,00:00:26,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,6.0,6.0,6.0,,,
1922,1924,2020-11-02 23:11:00,23:11,1.0,Dry Cont.,262.0,00:00:48,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1923,1925,2020-11-02 23:36:00,23:36,1.0,Dry Cont.,306.0,00:00:56,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1924,1926,2020-11-02 23:38:00,23:38,1.0,Dry Cont.,131.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1925,1927,2020-11-03 04:18:00,04:18,1.0,Dry Cont.,132.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1926,1928,2020-11-03 05:43:00,05:43,1.0,Dry Cont.,131.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1927,1929,2020-11-03 05:45:00,05:45,1.0,Dry Cont.,129.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1928,1930,2020-11-03 05:49:00,05:49,1.0,Dry Cont.,127.0,00:00:22,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1929,1931,2020-11-03 07:30:00,07:30,1.0,Dry Cont.,135.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1930,1932,2020-11-03 07:32:00,07:32,1.0,Dry Cont.,130.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1931,1933,2020-11-03 10:24:00,10:24,1.0,Dry Cont.,131.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1932,1934,2020-11-03 11:51:00,11:51,1.0,Dry Cont.,126.0,00:00:22,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1933,1935,2020-11-03 13:25:00,13:25,1.0,Dry Cont.,134.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
1934,1936,2020-11-04 05:03:00,05:03,1.0,Dry Cont.,139.0,00:00:26,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1935,1937,2020-11-04 05:47:00,05:47,1.0,Dry Cont.,133.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1936,1938,2020-11-04 08:45:00,08:45,1.0,Dry Cont.,276.0,00:00:50,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1937,1939,2020-11-04 09:48:00,09:48,1.0,Dry Cont.,127.0,00:00:22,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1938,1940,2020-11-04 10:09:00,10:09,1.0,Dry Cont.,131.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1939,1941,2020-11-04 10:15:00,10:15,1.0,Dry Cont.,138.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1940,1942,2020-11-04 10:17:00,10:17,1.0,Dry Cont.,137.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1941,1943,2020-11-04 12:03:00,12:03,1.0,Dry Cont.,134.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,7.0,7.0,,,
1942,1944,2020-11-04 15:26:00,15:26,1.0,Dry Cont.,136.0,00:00:24,20.0,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,0.0,00:00:00,7.0,6.0,7.0,,,
